chr	start	end	num_snp	k	local_h2g	var	se	z	p
12	41658586	43984474	4520	50	5.3053e-05	2.2628e-08	0.00015042	0.35269	0.36216
12	43984474	46024229	2337	50	2.7973e-05	1.6659e-08	0.00012907	0.21673	0.41421
12	46024229	47714793	2289	50	0.00020957	1.5713e-08	0.00012535	1.6718	0.047277
12	47714793	49001866	2881	50	0.00010117	1.5922e-08	0.00012618	0.80175	0.21135
12	49001866	51776494	3087	50	0.000186	2.4942e-08	0.00015793	1.1778	0.11945
12	51776494	53039004	2388	50	7.9625e-05	1.5972e-08	0.00012638	0.63004	0.26433
12	53039004	54778823	2375	50	0.00033297	1.8529e-08	0.00013612	2.4461	0.0072205
12	54778823	55665837	1530	50	0.00011181	1.0456e-08	0.00010225	1.0935	0.13709
12	55665837	57548860	1864	50	0.00073588	1.8141e-08	0.00013469	5.4635	2.334e-08
12	57548860	59308666	2106	50	0.00013293	1.3161e-08	0.00011472	1.1587	0.12328
12	59308666	61123729	2495	50	3.9515e-05	1.5842e-08	0.00012587	0.31394	0.37678
12	61123729	64032461	5334	50	0.0001372	2.688e-08	0.00016395	0.83686	0.20134
12	64032461	65559695	1852	50	0.00012451	1.369e-08	0.00011701	1.0641	0.14364
12	65559695	67181144	2109	50	0.0001574	1.399e-08	0.00011828	1.3308	0.091633
12	67181144	67909729	1320	50	5.5167e-05	7.3054e-09	8.5472e-05	0.64544	0.25932
12	67909729	69826542	3193	50	0.0001745	2.4096e-08	0.00015523	1.1242	0.13047
12	69826542	70957987	2483	50	0.00014031	1.3781e-08	0.00011739	1.1952	0.11601
12	70957987	72645075	2511	50	8.4215e-05	1.5821e-08	0.00012578	0.66953	0.25158
12	72645075	73818454	1788	50	-1.2019e-05	1.2829e-08	0.00011327	0	0.5
12	73818454	76511314	4082	50	8.6781e-05	2.5937e-08	0.00016105	0.53885	0.295
12	76511314	78570570	3574	50	2.4847e-05	2.1805e-08	0.00014766	0.16827	0.43319
12	78570570	80448150	1927	50	5.9067e-05	1.5346e-08	0.00012388	0.47682	0.31675
12	80448150	81467767	1440	50	3.7905e-05	1.0438e-08	0.00010217	0.37101	0.35531
12	81467767	83502666	3183	50	3.7681e-05	1.7963e-08	0.00013403	0.28114	0.3893
12	83502666	84303844	1530	50	0.00012077	1.1511e-08	0.00010729	1.1256	0.13016
12	84303844	85990426	2393	50	7.3337e-05	1.3916e-08	0.00011797	0.62167	0.26708
12	85990426	89682122	4771	50	0.00020438	2.7746e-08	0.00016657	1.2269	0.10992
12	89682122	92066155	2880	50	0.00025921	1.7149e-08	0.00013096	1.9793	0.023888
12	92066155	94514567	4044	50	0.00045789	2.9229e-08	0.00017097	2.6782	0.0037005
12	94514567	96020785	3427	50	0.00016891	2.2773e-08	0.00015091	1.1193	0.13151
12	96020785	97108839	2087	50	0.00010915	1.4467e-08	0.00012028	0.90745	0.18208
12	97108839	99305987	3678	50	4.1591e-05	2.3885e-08	0.00015455	0.26912	0.39392
12	99305987	101447641	3076	50	4.6385e-05	1.8711e-08	0.00013679	0.33911	0.36727
12	101447641	101862690	646	36	6.1422e-05	5.0786e-09	7.1264e-05	0.86189	0.19437
12	101862690	102964986	1320	50	4.6848e-05	1.0244e-08	0.00010121	0.46286	0.32173
12	102964986	104848696	3562	50	0.00017669	2.1943e-08	0.00014813	1.1928	0.11648
12	104848696	106436213	3013	50	4.4324e-05	1.9512e-08	0.00013969	0.31731	0.3755
12	106436213	106958748	779	50	3.0933e-05	6.0776e-09	7.7959e-05	0.39679	0.34576
12	106958748	109025901	3412	50	8.047e-05	1.9259e-08	0.00013878	0.57985	0.28101
12	109025901	110336719	1749	50	0.00035943	1.6684e-08	0.00012917	2.7827	0.0026956
12	110336719	113263518	1651	50	0.0050913	6.1767e-08	0.00024853	20.486	1.4431e-93
12	113263518	113986709	1059	50	0.00049377	1.2371e-08	0.00011122	4.4395	4.5094e-06
12	113986709	115036602	2462	50	5.3696e-05	1.6422e-08	0.00012815	0.41902	0.3376
12	115036602	115503216	786	50	5.3666e-05	6.5781e-09	8.1105e-05	0.66169	0.25409
12	115503216	117087471	2985	50	9.966e-05	2.4273e-08	0.0001558	0.63967	0.26119
12	117087471	118135375	1702	50	0.0001132	1.5155e-08	0.00012311	0.91956	0.1789
12	118135375	119754110	3124	50	2.029e-05	2.1101e-08	0.00014526	0.13968	0.44446
12	119754110	122007651	3470	50	0.00028809	2.3644e-08	0.00015377	1.8736	0.030495
12	122007651	124977980	3705	50	0.00058366	3.1211e-08	0.00017667	3.3037	0.00047706
12	124977980	126445505	3019	50	5.4046e-05	2.3235e-08	0.00015243	0.35456	0.36146
12	126445505	127875098	3103	50	3.3175e-05	1.845e-08	0.00013583	0.24424	0.40352
12	127875098	129237297	3012	50	1.3071e-05	2.3461e-08	0.00015317	0.085335	0.466
12	129237297	130377921	2828	50	3.6779e-05	2.3415e-08	0.00015302	0.24035	0.40503
12	130377921	131786751	3632	50	2.5889e-05	2.606e-08	0.00016143	0.16037	0.4363
12	131786751	132807034	1774	50	7.6566e-05	1.3232e-08	0.00011503	0.66562	0.25283
12	132807034	133841511	1867	50	0.00010529	1.4698e-08	0.00012124	0.86847	0.19257
13	19020013	20686720	2760	50	9.9952e-05	2.0496e-08	0.00014316	0.69816	0.24254
13	20686720	22242174	3057	50	8.8341e-05	2.118e-08	0.00014553	0.60701	0.27192
13	22242174	23594702	3140	50	3.0415e-05	2.2769e-08	0.00015089	0.20157	0.42013
13	23594702	24531937	2636	50	1.4117e-05	1.6855e-08	0.00012983	0.10874	0.45671
13	24531937	25784362	3231	50	4.8775e-05	2.0981e-08	0.00014485	0.33673	0.36816
13	25784362	27284362	2508	50	1.4862e-05	1.5799e-08	0.0001257	0.11824	0.45294
13	27284362	29257551	4026	50	0.00012907	2.6477e-08	0.00016272	0.79319	0.21383
13	29257551	30483267	2450	50	3.7616e-05	1.3143e-08	0.00011464	0.32811	0.37141
13	30483267	32301815	3475	50	0.00021334	2.5672e-08	0.00016023	1.3315	0.091516
13	32301815	33776903	2178	50	9.9637e-05	1.4103e-08	0.00011876	0.83901	0.20073
13	33776903	35026464	1806	50	2.5716e-05	1.1016e-08	0.00010496	0.24502	0.40322
13	35026464	36046367	1201	50	2.3709e-05	8.3761e-09	9.1521e-05	0.25906	0.3978
13	36046367	37498185	2690	50	4.1415e-05	1.661e-08	0.00012888	0.32134	0.37397
13	37498185	38878163	2788	50	6.6885e-05	1.3943e-08	0.00011808	0.56644	0.28555
13	38878163	41069263	3637	50	0.00053467	2.7766e-08	0.00016663	3.2087	0.00066664
13	41069263	43101027	2936	50	0.0010349	2.6872e-08	0.00016393	6.3133	1.3657e-10
13	43101027	44901409	2830	50	4.9499e-05	1.9527e-08	0.00013974	0.35422	0.36159
13	44901409	46495214	2113	50	6.6592e-05	1.5254e-08	0.00012351	0.53918	0.29488
13	46495214	47431079	1470	50	7.4346e-05	9.8924e-09	9.946e-05	0.74749	0.22738
13	47431079	49383962	3002	50	7.2303e-05	1.9163e-08	0.00013843	0.5223	0.30073
13	49383962	51591091	3139	50	0.00055649	2.451e-08	0.00015656	3.5545	0.00018932
13	51591091	53339622	1581	50	7.8572e-05	1.422e-08	0.00011925	0.6589	0.25498
13	53339622	54682864	2232	50	6.3039e-05	1.3439e-08	0.00011593	0.54379	0.29329
13	54682864	55817131	1904	50	4.715e-05	1.2092e-08	0.00010996	0.42878	0.33404
13	55817131	57554217	2156	50	2.7912e-05	1.711e-08	0.00013081	0.21338	0.41551
13	57554217	58410626	1195	38	7.5909e-05	1.1579e-08	0.00010761	0.70543	0.24027
13	58410626	59302271	1460	42	2.1761e-05	9.6247e-09	9.8105e-05	0.22181	0.41223
13	59302271	60854778	2576	50	7.7983e-05	1.6193e-08	0.00012725	0.61283	0.27
13	60854778	61591949	1548	50	6.0938e-05	9.0947e-09	9.5366e-05	0.63899	0.26142
13	61591949	63971559	4702	50	3.7217e-05	2.0941e-08	0.00014471	0.25718	0.39852
13	63971559	65200602	2577	50	1.6346e-05	1.1386e-08	0.00010671	0.15318	0.43913
13	65200602	67844453	3719	50	1.714e-05	2.1105e-08	0.00014527	0.11799	0.45304
13	67844453	70724516	5776	50	5.2813e-05	2.6295e-08	0.00016216	0.32569	0.37233
13	70724516	71526791	1654	50	6.6491e-05	1.1027e-08	0.00010501	0.6332	0.2633
13	71526791	73934089	4012	50	0.00017884	2.6987e-08	0.00016428	1.0886	0.13816
13	73934089	75670143	3039	50	0.00017497	2.1549e-08	0.00014679	1.1919	0.11665
13	75670143	77410555	3177	50	6.9558e-05	1.9343e-08	0.00013908	0.50013	0.30849
13	77410555	78808813	2102	50	4.1657e-05	1.2637e-08	0.00011241	0.37057	0.35548
13	78808813	80585676	2469	50	5.9055e-05	1.5239e-08	0.00012344	0.47839	0.31619
13	80585676	82581814	3642	50	0.00012047	2.0586e-08	0.00014348	0.83964	0.20055
13	82581814	84133144	2789	50	5.0911e-05	1.2966e-08	0.00011387	0.4471	0.3274
13	84133144	85610916	2655	50	9.0602e-05	1.2573e-08	0.00011213	0.80802	0.20954
13	85610916	88559882	5565	50	2.1341e-05	2.3536e-08	0.00015341	0.1391	0.44468
13	88559882	90521311	3131	50	7.3714e-05	1.594e-08	0.00012625	0.58386	0.27966
13	90521311	93129691	4781	50	1.923e-05	2.521e-08	0.00015878	0.12111	0.4518
13	93129691	93586455	642	34	4.4902e-05	4.8551e-09	6.9679e-05	0.64442	0.25965
13	93586455	96087558	4922	50	9.4338e-05	2.6697e-08	0.00016339	0.57737	0.28184
13	96087558	97519210	1758	50	3.5679e-05	1.2721e-08	0.00011279	0.31634	0.37587
13	97519210	98938919	1815	50	4.9955e-05	1.4461e-08	0.00012025	0.41541	0.33892
13	98938919	100574095	3048	50	0.00053858	2.7169e-08	0.00016483	3.2675	0.00054258
13	100574095	102300523	3139	50	5.08e-05	2.0805e-08	0.00014424	0.35219	0.36235
13	102300523	104066710	3151	50	2.2638e-05	2.0992e-08	0.00014489	0.15625	0.43792
13	104066710	104844114	1389	50	1.618e-05	9.447e-09	9.7196e-05	0.16646	0.4339
13	104844114	106247554	2589	50	1.1014e-05	1.8118e-08	0.0001346	0.081827	0.46739
13	106247554	106750000	1196	50	3.5419e-05	8.1036e-09	9.002e-05	0.39345	0.34699
13	106750000	108189877	2369	50	4.4806e-05	1.9193e-08	0.00013854	0.32342	0.37319
13	108189877	109121210	1827	50	3.9507e-05	1.3395e-08	0.00011574	0.34135	0.36642
13	109121210	109815112	1505	50	0.00017161	1.1106e-08	0.00010538	1.6284	0.051715
13	109815112	111232073	2906	50	0.0002759	2.4957e-08	0.00015798	1.7464	0.040368
13	111232073	112247592	2262	50	2.7988e-05	1.652e-08	0.00012853	0.21776	0.41381
13	112247592	113572488	2231	50	2.5909e-05	1.7275e-08	0.00013143	0.19713	0.42186
13	113572488	115109853	2587	50	0.00021302	2.3284e-08	0.00015259	1.396	0.081358
14	19002084	21589402	2736	50	0.00011509	2.2662e-08	0.00015054	0.76452	0.22228
14	21589402	23018665	3375	50	0.00010247	2.1288e-08	0.0001459	0.7023	0.24125
14	23018665	24905123	3003	50	0.00053084	2.6565e-08	0.00016299	3.2569	0.00056323
14	24905123	26135686	2661	50	0.00020598	1.6471e-08	0.00012834	1.6049	0.054255
14	26135686	28466533	3565	50	2.3172e-05	2.1735e-08	0.00014743	0.15717	0.43755
14	28466533	29972145	2064	50	7.1137e-05	1.2109e-08	0.00011004	0.64647	0.25899
14	29972145	32383265	3030	50	5.9848e-05	2.0823e-08	0.0001443	0.41475	0.33916
14	32383265	34846251	4525	50	2.9279e-05	2.6124e-08	0.00016163	0.18115	0.42812
14	34846251	35859593	1992	50	0.00034774	1.582e-08	0.00012578	2.7647	0.0028487
14	35859593	38667725	3512	50	0.00028787	2.5436e-08	0.00015949	1.805	0.035538
14	38667725	40341990	2822	50	3.3494e-05	1.6549e-08	0.00012864	0.26037	0.39729
14	40341990	41615502	3048	50	7.1288e-05	1.4485e-08	0.00012035	0.59233	0.27681
14	41615502	43137389	2490	50	3.5745e-05	1.4855e-08	0.00012188	0.29328	0.38465
14	43137389	44543227	2506	50	3.9498e-05	1.7388e-08	0.00013186	0.29954	0.38227
14	44543227	46081896	1787	50	4.8866e-05	1.2873e-08	0.00011346	0.4307	0.33334
14	46081896	46749130	1242	35	5.3626e-05	8.4379e-09	9.1858e-05	0.58379	0.27968
14	46749130	48573586	3478	50	5.9597e-05	2.1297e-08	0.00014594	0.40838	0.3415
14	48573586	49005471	807	26	1.4381e-06	5.1076e-09	7.1468e-05	0.020122	0.49197
14	49005471	50507760	2316	50	3.1818e-05	1.5622e-08	0.00012499	0.25457	0.39953
14	50507760	51493572	1521	50	5.4147e-05	1.1688e-08	0.00010811	0.50084	0.30824
14	51493572	53474383	3865	50	0.00016326	2.6691e-08	0.00016337	0.99931	0.15882
14	53474383	53997831	999	40	2.6818e-05	6.7743e-09	8.2306e-05	0.32584	0.37227
14	53997831	55233681	1608	50	5.1888e-05	1.2635e-08	0.0001124	0.46163	0.32217
14	55233681	56216880	1719	50	0.00027983	1.5234e-08	0.00012342	2.2672	0.011689
14	56216880	57481262	2488	50	6.1241e-05	1.7909e-08	0.00013382	0.45762	0.32361
14	57481262	59448336	3086	50	6.9146e-05	2.0712e-08	0.00014392	0.48045	0.31545
14	59448336	61680424	3034	50	0.00014792	2.1475e-08	0.00014654	1.0094	0.1564
14	61680424	63790015	3430	50	6.6647e-05	2.6444e-08	0.00016262	0.40984	0.34096
14	63790015	65220298	1849	50	8.7421e-05	1.7234e-08	0.00013128	0.66592	0.25273
14	65220298	66399555	1855	50	0.00015075	1.6953e-08	0.0001302	1.1578	0.12348
14	66399555	67992317	1713	50	9.2796e-06	1.3578e-08	0.00011652	0.079638	0.46826
14	67992317	71131957	5247	50	0.00023747	2.8005e-08	0.00016735	1.419	0.077949
14	71131957	72889615	2767	50	9.0062e-05	1.8958e-08	0.00013769	0.65409	0.25653
14	72889615	76444767	5276	50	0.00071966	3.2453e-08	0.00018015	3.9948	3.2368e-05
14	76444767	77229472	1511	50	0.00011067	1.2119e-08	0.00011008	1.0053	0.15737
14	77229472	78561945	2927	50	0.0001893	1.994e-08	0.00014121	1.3406	0.090023
14	78561945	80186579	2192	50	7.211e-05	1.6429e-08	0.00012818	0.56259	0.28686
14	80186579	81579714	2415	50	5.7554e-05	1.4413e-08	0.00012005	0.47941	0.31582
14	81579714	83138097	2360	50	0.00011252	1.4007e-08	0.00011835	0.95069	0.17088
14	83138097	84241633	2016	50	3.5182e-05	1.1611e-08	0.00010775	0.3265	0.37202
14	84241633	85746319	2680	50	4.1426e-05	1.6031e-08	0.00012661	0.32719	0.37176
14	85746319	86647002	1510	50	8.5755e-05	1.0588e-08	0.0001029	0.83338	0.20231
14	86647002	87635341	1592	50	7.7745e-05	1.0388e-08	0.00010192	0.76278	0.2228
14	87635341	89497643	2972	50	0.00012504	1.8728e-08	0.00013685	0.91371	0.18044
14	89497643	91296860	3178	50	5.0838e-05	2.2825e-08	0.00015108	0.3365	0.36825
14	91296860	93132299	3485	50	0.00049284	2.6295e-08	0.00016216	3.0393	0.0011858
14	93132299	94325285	1913	50	0.00017009	1.466e-08	0.00012108	1.4048	0.080042
14	94325285	95750867	3495	50	0.00043123	2.752e-08	0.00016589	2.5995	0.0046684
14	95750867	96262415	1425	50	0.00011765	1.1726e-08	0.00010829	1.0865	0.13864
14	96262415	98341162	3688	50	0.00010258	2.5556e-08	0.00015986	0.64166	0.26055
14	98341162	99138532	1871	50	0.00012108	1.1439e-08	0.00010696	1.1321	0.1288
14	99138532	101534307	3836	50	0.00012351	2.6996e-08	0.00016431	0.75173	0.22611
14	101534307	103012102	2189	50	0.00011652	1.9955e-08	0.00014126	0.82482	0.20474
14	103012102	105001723	3119	50	0.00044066	2.6308e-08	0.0001622	2.7168	0.0032961
14	105001723	106340358	1482	50	0.0001704	1.3279e-08	0.00011523	1.4788	0.069603
14	106340358	107289454	1727	49	1.3214e-05	1.4136e-08	0.0001189	0.11114	0.45575
15	20001200	21131604	82	6	5.7803e-06	8.4901e-10	2.9138e-05	0.19838	0.42137
15	21131604	24195127	1710	50	2.1803e-05	1.3436e-08	0.00011591	0.18809	0.4254
15	24195127	25108590	2829	50	2.7069e-05	1.4007e-08	0.00011835	0.22872	0.40954
15	25108590	27298112	4026	50	7.5028e-05	2.6542e-08	0.00016292	0.46053	0.32257
15	27298112	29338502	2251	50	3.3446e-05	1.6709e-08	0.00012926	0.25874	0.39792
15	29338502	30165568	1315	50	6.121e-05	9.3926e-09	9.6915e-05	0.63159	0.26383
15	30165568	31591821	1405	50	5.9113e-05	1.1384e-08	0.00010669	0.55405	0.28977
15	31591821	32441811	1201	50	3.6521e-05	9.1677e-09	9.5748e-05	0.38143	0.35144
15	32441811	34015425	2536	50	4.7685e-05	1.9965e-08	0.0001413	0.33748	0.36788
15	34015425	35083251	1841	50	1.3225e-05	1.2548e-08	0.00011202	0.11806	0.45301
15	35083251	37456502	3758	50	5.5374e-05	2.5398e-08	0.00015937	0.34746	0.36412
15	37456502	38530777	1872	50	9.9985e-05	1.3594e-08	0.0001166	0.85754	0.19557
15	38530777	40384132	3135	50	0.00019193	2.345e-08	0.00015313	1.2533	0.10504
15	40384132	41177514	1102	50	0.00017496	1.0439e-08	0.00010217	1.7124	0.043411
15	41177514	42776399	2152	50	0.00025357	2.0461e-08	0.00014304	1.7727	0.03814
15	42776399	44198049	1017	35	0.00016038	1.1755e-08	0.00010842	1.4792	0.069537
15	44198049	46618787	2459	50	9.4229e-05	1.8986e-08	0.00013779	0.68387	0.24703
15	46618787	48136048	2550	50	9.2048e-05	1.6107e-08	0.00012691	0.72528	0.23414
15	48136048	50008043	1925	50	7.5723e-05	1.5658e-08	0.00012513	0.60514	0.27254
15	50008043	51677560	2639	50	0.00011072	1.7586e-08	0.00013261	0.8349	0.20189
15	51677560	53069096	1910	50	6.0035e-05	1.6211e-08	0.00012732	0.47151	0.31864
15	53069096	54508528	2792	50	3.7599e-05	1.7898e-08	0.00013378	0.28105	0.38934
15	54508528	55136269	1377	50	2.0075e-05	9.937e-09	9.9685e-05	0.20138	0.4202
15	55136269	56901773	3471	50	9.775e-05	2.0811e-08	0.00014426	0.67759	0.24902
15	56901773	58441366	2344	50	0.00012112	2.161e-08	0.000147	0.82394	0.20499
15	58441366	59694116	1993	50	0.00019985	1.9271e-08	0.00013882	1.4397	0.074982
15	59694116	61265836	2545	50	0.00033748	2.4496e-08	0.00015651	2.1562	0.015533
15	61265836	63215222	3150	50	4.5895e-05	2.6221e-08	0.00016193	0.28343	0.38842
15	63215222	65104668	2516	50	0.00018021	1.9975e-08	0.00014133	1.2751	0.10114
15	65104668	67094767	3159	50	0.0001895	2.468e-08	0.0001571	1.2062	0.11387
15	67094767	69017999	2697	50	0.00079857	2.6956e-08	0.00016418	4.864	5.7532e-07
15	69017999	70133341	1066	50	7.6658e-05	9.7867e-09	9.8928e-05	0.77489	0.2192
15	70133341	71922649	2867	50	0.00033805	2.56e-08	0.00016	2.1128	0.017309
15	71922649	73628714	1520	50	4.1306e-05	1.2432e-08	0.0001115	0.37046	0.35552
15	73628714	76398624	2681	50	0.00018212	2.5824e-08	0.0001607	1.1333	0.12854
15	76398624	78516053	2972	50	0.00016598	2.0882e-08	0.00014451	1.1486	0.12536
15	78516053	80860978	4447	50	0.00068361	3.2069e-08	0.00017908	3.8174	6.7433e-05
15	80860978	84260468	3631	50	0.00018158	2.7538e-08	0.00016595	1.0942	0.13693
15	84260468	86652905	3930	50	0.00029528	2.8193e-08	0.00016791	1.7586	0.039324
15	86652905	88369943	3162	50	5.7079e-05	2.6192e-08	0.00016184	0.35269	0.36216
15	88369943	90475551	3264	50	9.0555e-05	2.6684e-08	0.00016335	0.55435	0.28967
15	90475551	92164392	3076	50	0.00023409	2.5829e-08	0.00016071	1.4566	0.072614
15	92164392	93780902	3478	50	2.5063e-05	2.6096e-08	0.00016154	0.15515	0.43835
15	93780902	94924330	2808	50	6.1142e-05	2.2723e-08	0.00015074	0.40561	0.34252
15	94924330	96141596	2312	50	0.00010818	1.8607e-08	0.00013641	0.79311	0.21386
15	96141596	98030910	3116	50	6.3673e-05	2.4818e-08	0.00015754	0.40418	0.34304
15	98030910	99244059	2871	50	1.3317e-05	2.2983e-08	0.0001516	0.087841	0.465
15	99244059	100636847	2945	50	7.6222e-05	2.2317e-08	0.00014939	0.51022	0.30495
15	100636847	101552694	859	50	1.1665e-05	7.7609e-09	8.8096e-05	0.13242	0.44733
15	101552694	102520966	708	50	9.3825e-07	6.9272e-09	8.323e-05	0.011273	0.4955
16	60054	1207206	2230	50	9.3876e-05	1.9857e-08	0.00014091	0.66619	0.25264
16	1207206	2764829	2630	50	0.00032322	2.5378e-08	0.0001593	2.0289	0.021232
16	2764829	4001196	1808	50	0.00053519	2.0061e-08	0.00014164	3.7786	7.8864e-05
16	4001196	5118345	1884	50	0.00016681	1.9529e-08	0.00013975	1.1937	0.1163
16	5118345	5891580	2101	50	8.16e-05	1.9172e-08	0.00013846	0.58932	0.27782
16	5891580	6893551	2916	50	4.7324e-06	2.5856e-08	0.0001608	0.029431	0.48826
16	6893551	7529121	2215	50	1.9224e-05	1.8366e-08	0.00013552	0.14186	0.4436
16	7529121	8338519	2535	50	6.104e-05	2.0249e-08	0.0001423	0.42896	0.33398
16	8338519	9799419	3738	50	0.00013104	2.7054e-08	0.00016448	0.79669	0.21282
16	9799419	10426032	1630	50	0.00010504	1.2354e-08	0.00011115	0.94504	0.17232
16	10426032	11520161	2558	50	0.0018616	3.7712e-08	0.0001942	9.5861	4.5737e-22
16	11520161	12613098	2100	50	0.00010679	1.8013e-08	0.00013421	0.7957	0.2131
16	12613098	13154437	1655	50	4.6063e-05	1.2784e-08	0.00011306	0.40741	0.34186
16	13154437	14464002	2459	50	5.2022e-05	1.9842e-08	0.00014086	0.36931	0.35595
16	14464002	16154060	1315	50	8.4134e-05	1.1834e-08	0.00010879	0.77339	0.21965
16	16154060	17644749	1829	50	4.8392e-05	1.4404e-08	0.00012002	0.40321	0.3434
16	17644749	18643607	962	50	3.7639e-05	7.3665e-09	8.5828e-05	0.43854	0.3305
16	18643607	20150571	2080	50	0.00013561	1.5584e-08	0.00012484	1.0863	0.13867
16	20150571	22448904	2178	50	0.00015742	1.8378e-08	0.00013556	1.1612	0.12278
16	22448904	24136875	2210	50	0.00014775	1.6915e-08	0.00013006	1.136	0.12798
16	24136875	25986862	3668	50	7.3412e-05	2.4984e-08	0.00015806	0.46445	0.32116
16	25986862	27445755	3102	50	0.00061285	2.7956e-08	0.0001672	3.6654	0.0001235
16	27445755	29036613	1354	50	0.00013348	1.1383e-08	0.00010669	1.2511	0.10545
16	29036613	31382943	1672	50	0.00076873	2.2629e-08	0.00015043	5.1103	1.6085e-07
16	31382943	46399473	891	42	8.0752e-05	9.0432e-09	9.5096e-05	0.84917	0.19789
16	46399473	49007926	1410	50	0.0002469	1.4827e-08	0.00012177	2.0277	0.021296
16	49007926	52035823	4413	50	0.00013443	2.703e-08	0.00016441	0.81765	0.20678
16	52035823	53382572	2069	50	7.316e-05	1.2818e-08	0.00011322	0.6462	0.25907
16	53382572	55903774	4271	50	9.6861e-05	2.6731e-08	0.0001635	0.59244	0.27678
16	55903774	57664330	2844	50	0.00033997	2.3174e-08	0.00015223	2.2333	0.012765
16	57664330	59045405	2672	50	0.00013017	1.8775e-08	0.00013702	0.95	0.17106
16	59045405	60745694	2812	50	3.5368e-05	1.6276e-08	0.00012758	0.27723	0.3908
16	60745694	62229849	1853	50	4.3642e-05	1.0543e-08	0.00010268	0.42503	0.33541
16	62229849	63691589	2265	50	5.48e-05	1.4548e-08	0.00012061	0.45434	0.32479
16	63691589	65938566	3911	50	4.9681e-05	2.1239e-08	0.00014574	0.34089	0.36659
16	65938566	68841363	2689	50	0.00056293	2.9499e-08	0.00017175	3.2776	0.0005235
16	68841363	71054028	2141	50	0.00033365	2.0836e-08	0.00014435	2.3114	0.010405
16	71054028	72935150	2045	50	0.0001352	2.018e-08	0.00014206	0.95171	0.17062
16	72935150	74971503	3247	50	4.3089e-05	2.6272e-08	0.00016209	0.26584	0.39518
16	74971503	75977954	1528	50	9.5234e-05	1.3093e-08	0.00011443	0.83227	0.20263
16	75977954	77523678	3758	50	0.000149	2.6835e-08	0.00016381	0.90958	0.18152
16	77523678	78456292	3089	50	0.00011546	2.4691e-08	0.00015713	0.73478	0.23124
16	78456292	79134815	2142	50	0.00019627	2.2101e-08	0.00014866	1.3202	0.093377
16	79134815	80297374	2752	50	0.0003148	2.7824e-08	0.0001668	1.8873	0.029563
16	80297374	81772536	3590	50	0.00021164	2.7802e-08	0.00016674	1.2693	0.10217
16	81772536	82747728	2469	50	6.1512e-05	2.202e-08	0.00014839	0.41452	0.33925
16	82747728	83477208	2441	50	6.3964e-06	2.2484e-08	0.00014995	0.042657	0.48299
16	83477208	84445883	3001	50	8.6309e-06	2.5869e-08	0.00016084	0.053661	0.4786
16	84445883	85148685	2193	50	6.677e-05	2.133e-08	0.00014605	0.45717	0.32377
16	85148685	86156599	2277	50	0.00070153	2.8972e-08	0.00017021	4.1215	1.8821e-05
16	86156599	86815411	1843	50	8.9641e-05	1.8513e-08	0.00013606	0.65883	0.255
16	86815411	87647349	1606	50	1.2517e-05	1.5714e-08	0.00012535	0.099851	0.46023
16	87647349	89041165	3482	50	0.00053817	3.0785e-08	0.00017546	3.0673	0.0010801
16	89041165	90292812	2249	50	0.00010819	2.1535e-08	0.00014675	0.73725	0.23048
17	56	1172399	2397	50	0.00010943	2.2338e-08	0.00014946	0.73217	0.23203
17	1172399	1928731	1579	50	5.444e-05	1.3286e-08	0.00011526	0.4723	0.31836
17	1928731	3702312	3238	50	0.00040277	2.8649e-08	0.00016926	2.3796	0.0086666
17	3702312	4696261	1897	50	0.00081642	2.3686e-08	0.0001539	5.3048	5.6413e-08
17	4696261	5741334	2018	50	0.00017623	1.6403e-08	0.00012808	1.376	0.084414
17	5741334	7317398	3097	50	0.00010415	2.6578e-08	0.00016303	0.63883	0.26147
17	7317398	8306425	1481	50	0.00050835	1.6432e-08	0.00012819	3.9657	3.6585e-05
17	8306425	9965921	2940	50	0.00013501	2.452e-08	0.00015659	0.86219	0.19429
17	9965921	11102815	2112	50	4.6316e-05	1.5465e-08	0.00012436	0.37244	0.35478
17	11102815	12534769	2423	50	6.6195e-05	1.846e-08	0.00013587	0.4872	0.31306
17	12534769	13180372	1449	50	6.7435e-05	1.1406e-08	0.0001068	0.63141	0.26389
17	13180372	13894637	1795	50	0.0001006	1.3377e-08	0.00011566	0.86984	0.1922
17	13894637	15019097	2753	50	8.9009e-05	1.8981e-08	0.00013777	0.64606	0.25912
17	15019097	16412342	1630	50	7.5665e-05	1.2734e-08	0.00011285	0.67052	0.25126
17	16412342	18856320	2859	50	0.00026508	2.2978e-08	0.00015158	1.7487	0.04017
17	18856320	21290357	2067	50	6.386e-05	1.6461e-08	0.0001283	0.49774	0.30933
17	21290357	27334244	2904	50	0.00015787	2.4773e-08	0.00015739	1.003	0.15792
17	27334244	29786491	2177	50	0.00016126	1.8079e-08	0.00013446	1.1993	0.11521
17	29786491	31538425	2589	50	8.923e-05	1.9415e-08	0.00013934	0.64039	0.26096
17	31538425	32912798	3012	50	8.5982e-05	2.0466e-08	0.00014306	0.60103	0.27391
17	32912798	34469036	2227	50	0.00019479	1.7173e-08	0.00013104	1.4865	0.068576
17	34469036	36809344	2478	50	0.00017384	2.0619e-08	0.00014359	1.2107	0.11301
17	36809344	38877404	2140	50	0.00070772	2.2373e-08	0.00014958	4.7314	1.1147e-06
17	38877404	39899810	2090	50	0.00019237	1.4724e-08	0.00012134	1.5854	0.056441
